ts,symbol,price,change,changePct,currency
2026-07-06T01:47:43.323Z,006400.KS,448250,-19250,-4.1176,KRW
2026-07-06T01:47:43.323Z,AAPL,308.63,14.25,4.8407,USD
2026-07-06T01:47:43.323Z,NVDA,194.83,-2.75,-1.3918,USD
2026-07-06T01:47:43.323Z,MSFT,390.49,6.21,1.616,USD
2026-07-06T01:47:43.323Z,AMZN,242.67,0.97,0.4013,USD
2026-07-06T01:47:43.323Z,GOOGL,359.91,-1.3,-0.3599,USD
2026-07-06T01:47:43.323Z,META,582.9,-30.01,-4.8963,USD
2026-07-06T01:47:43.323Z,TSLA,393.45,-31.85,-7.4888,USD
2026-07-06T01:47:43.323Z,AVGO,360.45,-8.89,-2.407,USD
2026-07-06T01:47:43.323Z,BRK-B,507.78,8.04,1.6088,USD
2026-07-06T01:47:43.323Z,JPM,334.47,0.4,0.1197,USD
2026-07-06T02:13:54.705Z,005930.KS,311000,1500,0.4847,KRW
2026-07-06T02:13:54.705Z,000660.KS,2353000,-72000,-2.9691,KRW
2026-07-06T02:13:54.705Z,373220.KS,352000,-10500,-2.8966,KRW
2026-07-06T02:13:54.705Z,207940.KS,1385000,-36000,-2.5334,KRW
2026-07-06T02:13:54.705Z,005380.KS,497000,5000,1.0163,KRW
2026-07-06T02:13:54.705Z,000270.KS,159800,7800,5.1316,KRW
2026-07-06T02:13:54.705Z,068270.KS,176300,-7300,-3.976,KRW
2026-07-06T02:13:54.705Z,005490.KS,318500,-1500,-0.4688,KRW
2026-07-06T02:13:54.705Z,105560.KS,172500,2400,1.4109,KRW
2026-07-06T02:13:54.705Z,006400.KS,443000,-24500,-5.2406,KRW
2026-07-06T02:13:54.705Z,AAPL,308.63,14.25,4.8407,USD
2026-07-06T02:13:54.705Z,NVDA,194.83,-2.75,-1.3918,USD
2026-07-06T02:13:54.705Z,MSFT,390.49,6.21,1.616,USD
2026-07-06T02:13:54.705Z,AMZN,242.67,0.97,0.4013,USD
2026-07-06T02:13:54.705Z,GOOGL,359.91,-1.3,-0.3599,USD
2026-07-06T02:13:54.705Z,META,582.9,-30.01,-4.8963,USD
2026-07-06T02:13:54.705Z,TSLA,393.45,-31.85,-7.4888,USD
2026-07-06T02:13:54.705Z,AVGO,360.45,-8.89,-2.407,USD
2026-07-06T02:13:54.705Z,BRK-B,507.78,8.04,1.6088,USD
2026-07-06T02:13:54.705Z,JPM,334.47,0.4,0.1197,USD
2026-07-06T04:08:30.679Z,005930.KS,310000,500,0.1616,KRW
2026-07-06T04:08:30.679Z,000660.KS,2341000,-84000,-3.4639,KRW
2026-07-06T04:08:30.679Z,373220.KS,352000,-10500,-2.8966,KRW
2026-07-06T04:08:30.679Z,207940.KS,1387000,-34000,-2.3927,KRW
2026-07-06T04:08:30.679Z,005380.KS,494000,2000,0.4065,KRW
2026-07-06T04:08:30.679Z,000270.KS,157300,5300,3.4868,KRW
2026-07-06T04:08:30.679Z,068270.KS,176400,-7200,-3.9216,KRW
2026-07-06T04:08:30.679Z,005490.KS,317500,-2500,-0.7813,KRW
2026-07-06T04:08:30.679Z,105560.KS,170100,0,0,KRW
2026-07-06T04:08:30.679Z,006400.KS,447500,-20000,-4.2781,KRW
2026-07-06T04:08:30.679Z,AAPL,308.63,14.25,4.8407,USD
2026-07-06T04:08:30.679Z,NVDA,194.83,-2.75,-1.3918,USD
2026-07-06T04:08:30.679Z,MSFT,390.49,6.21,1.616,USD
2026-07-06T04:08:30.679Z,AMZN,242.67,0.97,0.4013,USD
2026-07-06T04:08:30.679Z,GOOGL,359.91,-1.3,-0.3599,USD
2026-07-06T04:08:30.679Z,META,582.9,-30.01,-4.8963,USD
2026-07-06T04:08:30.679Z,TSLA,393.45,-31.85,-7.4888,USD
2026-07-06T04:08:30.679Z,AVGO,360.45,-8.89,-2.407,USD
2026-07-06T04:08:30.679Z,BRK-B,507.78,8.04,1.6088,USD
2026-07-06T04:08:30.679Z,JPM,334.47,0.4,0.1197,USD
2026-07-06T07:06:37.268Z,005930.KS,318000,8500,2.7464,KRW
2026-07-06T07:06:37.268Z,000660.KS,2343000,-82000,-3.3814,KRW
2026-07-06T07:06:37.268Z,373220.KS,354500,-8000,-2.2069,KRW
2026-07-06T07:06:37.268Z,207940.KS,1405000,-16000,-1.126,KRW
2026-07-06T07:06:37.268Z,005380.KS,502000,10000,2.0325,KRW
2026-07-06T07:06:37.268Z,000270.KS,160700,8700,5.7237,KRW
2026-07-06T07:06:37.268Z,068270.KS,175900,-7700,-4.1939,KRW
2026-07-06T07:06:37.268Z,005490.KS,321500,1500,0.4688,KRW
2026-07-06T07:06:37.268Z,105560.KS,170900,800,0.4703,KRW
2026-07-06T07:06:37.268Z,006400.KS,451500,-16000,-3.4225,KRW
2026-07-06T07:06:37.268Z,AAPL,308.63,14.25,4.8407,USD
2026-07-06T07:06:37.268Z,NVDA,194.83,-2.75,-1.3918,USD
2026-07-06T07:06:37.268Z,MSFT,390.49,6.21,1.616,USD
2026-07-06T07:06:37.268Z,AMZN,242.67,0.97,0.4013,USD
2026-07-06T07:06:37.268Z,GOOGL,359.91,-1.3,-0.3599,USD
2026-07-06T07:06:37.268Z,META,582.9,-30.01,-4.8963,USD
2026-07-06T07:06:37.268Z,TSLA,393.45,-31.85,-7.4888,USD
2026-07-06T07:06:37.268Z,AVGO,360.45,-8.89,-2.407,USD
2026-07-06T07:06:37.268Z,BRK-B,507.78,8.04,1.6088,USD
2026-07-06T07:06:37.268Z,JPM,334.47,0.4,0.1197,USD
2026-07-06T16:13:38.732Z,005930.KS,318000,32000,11.1888,KRW
2026-07-06T16:13:38.732Z,000660.KS,2343000,156000,7.1331,KRW
2026-07-06T16:13:38.732Z,373220.KS,354500,500,0.1412,KRW
2026-07-06T16:13:38.732Z,207940.KS,1405000,-1000,-0.0711,KRW
2026-07-06T16:13:38.732Z,005380.KS,502000,20000,4.1494,KRW
2026-07-06T16:13:38.732Z,000270.KS,160700,15500,10.6749,KRW
2026-07-06T16:13:38.732Z,068270.KS,175900,-700,-0.3964,KRW
2026-07-06T16:13:38.732Z,005490.KS,321500,4000,1.2598,KRW
2026-07-06T16:13:38.732Z,105560.KS,170900,5900,3.5758,KRW
2026-07-06T16:13:38.732Z,006400.KS,451500,-19000,-4.0383,KRW
2026-07-06T16:13:38.732Z,AAPL,312.88,4.25,1.3771,USD
2026-07-06T16:13:38.732Z,NVDA,197.16,2.33,1.1959,USD
2026-07-06T16:13:38.732Z,MSFT,384.75,-5.74,-1.4699,USD
2026-07-06T16:13:38.732Z,AMZN,245.57,2.9,1.195,USD
2026-07-06T16:13:38.732Z,GOOGL,364.13,4.22,1.1725,USD
2026-07-06T16:13:38.732Z,META,592.16,9.26,1.5886,USD
2026-07-06T16:13:38.732Z,TSLA,416.81,23.36,5.9372,USD
2026-07-06T16:13:38.732Z,AVGO,375.39,14.94,4.1448,USD
2026-07-06T16:13:38.732Z,BRK-B,504.9,-2.88,-0.5672,USD
2026-07-06T16:13:38.732Z,JPM,335.923,1.453,0.4344,USD
2026-07-06T18:24:05.754Z,005930.KS,318000,32000,11.1888,KRW
2026-07-06T18:24:05.754Z,000660.KS,2343000,156000,7.1331,KRW
2026-07-06T18:24:05.754Z,373220.KS,354500,500,0.1412,KRW
2026-07-06T18:24:05.754Z,207940.KS,1405000,-1000,-0.0711,KRW
2026-07-06T18:24:05.754Z,005380.KS,502000,20000,4.1494,KRW
2026-07-06T18:24:05.754Z,000270.KS,160700,15500,10.6749,KRW
2026-07-06T18:24:05.754Z,068270.KS,175900,-700,-0.3964,KRW
2026-07-06T18:24:05.754Z,005490.KS,321500,4000,1.2598,KRW
2026-07-06T18:24:05.754Z,105560.KS,170900,5900,3.5758,KRW
2026-07-06T18:24:05.754Z,006400.KS,451500,-19000,-4.0383,KRW
2026-07-06T18:24:05.754Z,AAPL,312.93,4.3,1.3933,USD
2026-07-06T18:24:05.754Z,NVDA,196.39,1.56,0.8007,USD
2026-07-06T18:24:05.754Z,MSFT,386,-4.49,-1.1498,USD
2026-07-06T18:24:05.754Z,AMZN,244.88,2.21,0.9107,USD
2026-07-06T18:24:05.754Z,GOOGL,364.42,4.51,1.2531,USD
2026-07-06T18:24:05.754Z,META,601,18.1,3.1052,USD
2026-07-06T18:24:05.754Z,TSLA,416.129,22.679,5.7641,USD
2026-07-06T18:24:05.754Z,AVGO,376.44,15.99,4.4361,USD
2026-07-06T18:24:05.754Z,BRK-B,506.33,-1.45,-0.2856,USD
2026-07-06T18:24:05.754Z,JPM,337.23,2.76,0.8252,USD
2026-07-06T20:20:32.749Z,005930.KS,318000,32000,11.1888,KRW
2026-07-06T20:20:32.749Z,000660.KS,2343000,156000,7.1331,KRW
2026-07-06T20:20:32.749Z,373220.KS,354500,500,0.1412,KRW
2026-07-06T20:20:32.749Z,207940.KS,1405000,-1000,-0.0711,KRW
2026-07-06T20:20:32.749Z,005380.KS,502000,20000,4.1494,KRW
2026-07-06T20:20:32.749Z,000270.KS,160700,15500,10.6749,KRW
2026-07-06T20:20:32.749Z,068270.KS,175900,-700,-0.3964,KRW
2026-07-06T20:20:32.749Z,005490.KS,321500,4000,1.2598,KRW
2026-07-06T20:20:32.749Z,105560.KS,170900,5900,3.5758,KRW
2026-07-06T20:20:32.749Z,006400.KS,451500,-19000,-4.0383,KRW
2026-07-06T20:20:32.749Z,AAPL,312.66,4.03,1.3058,USD
2026-07-06T20:20:32.749Z,NVDA,195.55,0.72,0.3696,USD
2026-07-06T20:20:32.749Z,MSFT,386.74,-3.75,-0.9603,USD
2026-07-06T20:20:32.749Z,AMZN,244.16,1.49,0.614,USD
2026-07-06T20:20:32.749Z,GOOGL,366.46,6.55,1.8199,USD
2026-07-06T20:20:32.749Z,META,600.29,17.39,2.9834,USD
2026-07-06T20:20:32.749Z,TSLA,419.77,26.32,6.6895,USD
2026-07-06T20:20:32.749Z,AVGO,373.9,13.45,3.7314,USD
2026-07-06T20:20:32.749Z,BRK-B,506.58,-1.2,-0.2363,USD
2026-07-06T20:20:32.749Z,JPM,337.72,3.25,0.9717,USD
